Point,Test,fW,current,ind,Rd,Cs,Rs,Output,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,"dB20(VF(""/VACcon_p_1""))","dB20(VF(""/VACout_p_1""))","dB20(VF(""/VACout_p_2""))",Stage 1 Region,Stage 2 Region
740,ECE740_tb_channel_CTLE_ML_1,4.50E-06,0.002266,2.08E-10,1430,4.51E-14,357.2,,-0.01985,-47.62,-38.34,-6.593,-43.18,-33.82,-9.09,-41.37,-32.01,-13.16,-43.22,-35.14,-18.88,-49.63,-45.79,0,0,0,1,2
741,ECE740_tb_channel_CTLE_ML_1,5.06E-06,0.001865,2.37E-10,1066,4.10E-13,26.37,,-0.01965,-42.97,-29.73,-6.585,-49.17,-36.52,-9.09,-50.95,-39.72,-13.17,-53.98,-46.04,-18.88,-59.24,-56.34,0,0,0,1,2
742,ECE740_tb_channel_CTLE_ML_1,1.86E-06,0.001265,9.30E-10,707.6,3.36E-13,88.51,,-0.01972,-6.214,-1.28,-6.58,-12.64,-7.423,-9.071,-14.97,-9.394,-13.13,-18.99,-13.19,-18.83,-25.08,-19.56,0,0,0,1,2
743,ECE740_tb_channel_CTLE_ML_1,2.36E-06,0.001021,1.04E-09,135,6.88E-13,547.8,,-0.01974,-12.14,-24.32,-6.579,-11.87,-17.26,-9.07,-13.82,-18.68,-13.13,-16.76,-20.51,-18.82,-19.57,-20.57,0,0,0,2,2
744,ECE740_tb_channel_CTLE_ML_1,1.05E-06,0.00103,1.91E-09,501.2,7.48E-13,225.7,,-0.01975,-3.441,-6.535,-6.58,-8.423,-9.908,-9.068,-10.69,-11.97,-13.13,-14.35,-15.28,-18.81,-18.72,-18.61,0,0,0,2,2
745,ECE740_tb_channel_CTLE_ML_1,3.90E-06,0.001291,2.36E-09,839,6.82E-14,789.5,,-0.01968,-24.13,-22.37,-6.582,-30.73,-25.96,-9.08,-33.46,-25.47,-13.15,-38.31,-28.75,-18.87,-45.66,-38.99,0,0,0,1,2
746,ECE740_tb_channel_CTLE_ML_1,5.02E-06,0.001732,1.74E-10,256.9,2.91E-13,260.8,,-0.01969,-1.226,-2.235,-6.579,-4.34,-1.852,-9.086,-5.551,-1.559,-13.17,-11.11,-8.251,-18.88,-20.84,-21.91,0,0,0,2,2
747,ECE740_tb_channel_CTLE_ML_1,4.21E-06,0.001256,2.86E-09,532.9,3.66E-13,620.9,,-0.01969,-3.285,-3.461,-6.58,-3.502,4.512,-9.087,-5.888,2.9,-13.17,-11.21,-3.022,-18.89,-19.77,-14.04,0,0,0,1,2
748,ECE740_tb_channel_CTLE_ML_1,6.31E-06,0.0009428,1.37E-09,692,7.42E-13,392.8,,-0.01963,-0.2933,4.396,-6.592,-3.46,7.254,-9.107,-7.605,1.322,-13.18,-15.13,-10.22,-18.88,-25.72,-26.12,0,0,0,1,2
749,ECE740_tb_channel_CTLE_ML_1,4.81E-06,0.001958,1.90E-09,1130,8.48E-13,1047,,-0.01966,-49.4,-45.74,-6.585,-56.67,-43.21,-9.088,-56.38,-44.26,-13.16,-56.98,-48.15,-18.88,-60.27,-56.38,0,0,0,1,2
750,ECE740_tb_channel_CTLE_ML_1,2.01E-06,0.002443,8.01E-10,1450,8.40E-13,920.7,,-0.02,-35.35,-30.89,-6.596,-60.98,-49.98,-9.084,-59.8,-48.87,-13.14,-57.86,-47.4,-18.84,-57.89,-48.96,0,0,0,1,2
751,ECE740_tb_channel_CTLE_ML_1,3.11E-06,0.001213,2.16E-09,1230,6.45E-13,1152,,-0.0197,-35.65,-32.8,-6.581,-40.26,-28.1,-9.076,-42.71,-30.72,-13.14,-46.64,-35.66,-18.85,-51.94,-43.63,0,0,0,1,2
752,ECE740_tb_channel_CTLE_ML_1,1.32E-06,0.002073,2.31E-09,57.55,5.82E-14,441.8,,-0.01975,-28.44,-59.05,-6.58,-32.53,-60.71,-9.068,-31.09,-55.43,-13.13,-29.4,-48.02,-18.81,-28.28,-39.93,0,0,0,2,2
753,ECE740_tb_channel_CTLE_ML_1,7.54E-06,0.0008253,2.01E-09,288.3,5.44E-13,1239,,-0.0197,-8.7,-17.39,-6.587,-0.9828,4.666,-9.109,-4.968,-0.5794,-13.18,-12.47,-11.45,-18.88,-22.19,-25.3,0,0,0,2,2
754,ECE740_tb_channel_CTLE_ML_1,9.34E-06,0.00202,9.86E-10,748.3,3.00E-14,939,,-0.01955,-41.81,-41.06,-6.603,-34.45,-32.84,-9.109,-35.6,-33.36,-13.17,-41.15,-41.75,-18.86,-50.71,-57.07,0,0,0,1,2
755,ECE740_tb_channel_CTLE_ML_1,9.78E-06,0.002148,1.84E-09,73.5,9.39E-13,513.2,,-0.01968,-13.61,-27.23,-6.59,-6.306,-6.116,-9.114,-9.053,-9.093,-13.18,-15.06,-16.99,-18.87,-24.29,-29.85,0,0,0,2,2
756,ECE740_tb_channel_CTLE_ML_1,5.63E-06,0.001944,2.18E-09,423.8,1.76E-13,478.2,,-0.01965,-10.67,-10.54,-6.585,-14.53,-9.254,-9.095,-16.74,-8.75,-13.17,-22.75,-16.29,-18.88,-32.33,-30.35,0,0,0,1,2
757,ECE740_tb_channel_CTLE_ML_1,9.20E-06,0.001086,1.19E-09,1346,1.55E-13,1129,,-0.01955,-44.18,-40.32,-6.601,-41.6,-30.01,-9.11,-46.11,-39.13,-13.17,-54.06,-53.19,-18.87,-63.81,-69.07,0,0,0,1,2
758,ECE740_tb_channel_CTLE_ML_1,9.67E-06,0.001378,1.33E-09,278.6,9.69E-13,671.6,,-0.01965,-4.33,-8.585,-6.608,-0.4391,6.204,-9.118,-6.837,-3.992,-13.17,-15.98,-18.25,-18.87,-26.71,-34.06,0,0,0,2,2
759,ECE740_tb_channel_CTLE_ML_1,6.79E-06,0.000535,2.25E-09,832.5,8.56E-13,332.5,,-0.01962,5.801,11.91,-6.598,2.707,13.02,-9.115,-2.342,5.798,-13.18,-10.57,-6.672,-18.88,-21.36,-22.84,0,0,0,2,2
760,ECE740_tb_channel_CTLE_ML_1,7.63E-06,0.002398,2.30E-09,305.4,3.36E-14,529.1,,-0.01962,-7.823,-10.4,-6.589,-14.3,-16.24,-9.1,-16.78,-17.21,-13.18,-21.96,-20.24,-18.88,-31.16,-32.85,0,0,0,1,2
761,ECE740_tb_channel_CTLE_ML_1,1.19E-06,0.002239,2.87E-09,69.11,3.91E-13,1072,,-0.01976,-29.44,-60.04,-6.581,-30.15,-54.05,-9.069,-29.09,-49.39,-13.13,-27.92,-42.86,-18.82,-27.12,-35.16,0,0,0,2,2
762,ECE740_tb_channel_CTLE_ML_1,7.80E-06,0.001021,2.84E-09,541.8,6.73E-13,1174,,-0.01966,-3.533,-6.253,-6.602,0.8545,10.91,-9.12,-4.705,2.443,-13.18,-13.37,-10.93,-18.88,-24.13,-26.88,0,0,0,2,2
763,ECE740_tb_channel_CTLE_ML_1,4.52E-06,0.0007346,2.70E-10,1144,2.70E-13,394.7,,-0.01967,-13.83,-6.513,-6.583,-19.65,-8.558,-9.085,-22.42,-11.19,-13.16,-27.7,-18.93,-18.88,-36.27,-32.16,0,0,0,1,2
764,ECE740_tb_channel_CTLE_ML_1,4.42E-06,0.000879,1.31E-09,599.2,3.40E-13,1498,,-0.01971,-5.09,-9.704,-6.579,0.7895,9.263,-9.09,-1.986,6.665,-13.17,-8.138,-1.066,-18.89,-17.53,-14.06,0,0,0,2,2
765,ECE740_tb_channel_CTLE_ML_1,4.17E-06,0.001276,6.78E-10,199.1,9.74E-13,69.77,,-0.01969,-0.08315,-0.1777,-6.581,-5.463,-4.379,-9.079,-7.591,-6.109,-13.15,-12.06,-10.89,-18.87,-19.3,-19.5,0,0,0,2,2
766,ECE740_tb_channel_CTLE_ML_1,9.71E-06,0.001961,3.93E-10,108.6,8.89E-13,1171,,-0.01969,-15.25,-30.5,-6.595,-5.039,-3.506,-9.112,-10.48,-11.87,-13.17,-19.34,-25.56,-18.86,-29.99,-41.2,0,0,0,2,2
767,ECE740_tb_channel_CTLE_ML_1,5.23E-06,0.001453,2.22E-09,489.2,9.59E-13,360.8,,-0.01965,-3.216,-0.6187,-6.586,-5.786,3.512,-9.097,-9.077,-0.3457,-13.17,-15.39,-8.862,-18.89,-24.9,-22.26,0,0,0,1,2
768,ECE740_tb_channel_CTLE_ML_1,2.45E-06,0.00146,3.73E-10,368.2,1.38E-13,443.3,,-0.01973,-3.271,-6.061,-6.578,-7.228,-7.377,-9.069,-7.846,-6.059,-13.13,-11.1,-8.38,-18.84,-17.46,-15.14,0,0,0,2,2
769,ECE740_tb_channel_CTLE_ML_1,6.36E-06,0.00078,8.22E-10,1178,4.38E-13,882.5,,-0.01963,-22.63,-18.42,-6.589,-27.67,-14.84,-9.098,-31.18,-20.8,-13.17,-37.82,-32.09,-18.88,-47.72,-47.68,0,0,0,1,2
770,ECE740_tb_channel_CTLE_ML_1,4.57E-06,0.001105,2.51E-09,117.4,5.02E-13,100.3,,-0.0197,-4.945,-9.931,-6.579,-9.418,-12.34,-9.074,-9.123,-9.298,-13.15,-8.959,-4.977,-18.89,-13.5,-7.371,0,0,0,2,2
771,ECE740_tb_channel_CTLE_ML_1,1.96E-06,0.000845,5.80E-10,166.6,6.12E-13,1365,,-0.01975,-15.24,-30.51,-6.579,-11.64,-16.79,-9.069,-13.92,-18.88,-13.13,-17.7,-22.4,-18.82,-22.52,-26.46,0,0,0,2,2
772,ECE740_tb_channel_CTLE_ML_1,3.35E-06,0.002293,1.35E-09,908.8,6.01E-13,1346,,-0.01969,-43.91,-44.1,-6.582,-48.4,-37.22,-9.078,-50.32,-39.29,-13.15,-52.86,-43,-18.86,-56.16,-49.23,0,0,0,1,2
773,ECE740_tb_channel_CTLE_ML_1,8.42E-06,0.002014,2.00E-09,992.7,6.11E-13,1154,,-0.01957,-50.93,-48.76,-6.599,-56.51,-44.21,-9.11,-58.53,-50.97,-13.17,-62.21,-60.33,-18.87,-67.75,-71.76,0,0,0,1,2
774,ECE740_tb_channel_CTLE_ML_1,6.11E-06,0.001928,3.97E-10,609.3,9.38E-13,615.9,,-0.01963,-28.08,-26.06,-6.589,-32.34,-21.08,-9.098,-35.8,-26.51,-13.17,-42.31,-37.13,-18.88,-51.99,-52.21,0,0,0,1,2
775,ECE740_tb_channel_CTLE_ML_1,6.79E-06,0.002013,5.67E-10,1116,6.45E-14,226.4,,-0.01961,-49.29,-38.74,-6.592,-43.37,-33.49,-9.103,-42.38,-34.16,-13.17,-45.82,-41.5,-18.88,-54.09,-55.33,0,0,0,1,2
776,ECE740_tb_channel_CTLE_ML_1,1.39E-06,0.002118,8.03E-11,646.7,6.66E-13,1122,,-0.01974,-19.54,-24.52,-6.58,-21.81,-20.54,-9.07,-24.28,-22.99,-13.13,-28.38,-27.2,-18.82,-34.24,-33.5,0,0,0,1,2
777,ECE740_tb_channel_CTLE_ML_1,6.69E-06,0.001715,1.95E-09,342.2,1.73E-13,875.6,,-0.01968,-6.209,-11.45,-6.577,-3.635,0.7684,-9.106,-4.783,2.469,-13.18,-12.3,-8.064,-18.88,-22.83,-23.56,0,0,0,2,2
778,ECE740_tb_channel_CTLE_ML_1,3.79E-06,0.001683,8.94E-10,689,6.02E-13,861.4,,-0.01968,-25.45,-25.33,-6.582,-28.56,-18.54,-9.08,-31.23,-21.33,-13.15,-36,-27.45,-18.87,-43.6,-38.26,0,0,0,1,2
779,ECE740_tb_channel_CTLE_ML_1,3.58E-06,0.002409,1.96E-09,306.8,2.24E-13,137.2,,-0.01968,-1.75,-0.2007,-6.58,-7.627,-5.253,-9.078,-9.153,-5.492,-13.15,-12.5,-7.324,-18.88,-19.2,-13.42,0,0,0,1,2
780,ECE740_tb_channel_CTLE_ML_1,5.33E-06,0.001637,1.33E-09,1073,3.97E-13,1310,,-0.01964,-44.57,-43.34,-6.586,-55.42,-42.14,-9.092,-55.71,-43.9,-13.17,-56.9,-48.98,-18.88,-60.74,-58.16,0,0,0,1,2
781,ECE740_tb_channel_CTLE_ML_1,2.33E-06,0.0008995,2.00E-09,894.1,7.34E-13,264,,-0.01971,-5.411,0.08435,-6.58,-10.51,-1.986,-9.073,-12.98,-4.279,-13.14,-17.28,-8.709,-18.84,-23.81,-15.95,0,0,0,1,2
782,ECE740_tb_channel_CTLE_ML_1,7.32E-06,0.0007209,2.48E-09,1397,4.26E-14,1034,,-0.0196,-29.4,-25.04,-6.593,-36.1,-29.5,-9.102,-39.62,-31.7,-13.17,-45.95,-41.77,-18.87,-55.25,-57.09,0,0,0,1,2
783,ECE740_tb_channel_CTLE_ML_1,1.68E-06,0.001125,2.50E-09,889.6,7.27E-13,446.2,,-0.01973,-13.17,-10.42,-6.58,-17.81,-10.94,-9.071,-20.26,-13.24,-13.13,-24.33,-17.18,-18.82,-30.14,-22.74,0,0,0,1,2
784,ECE740_tb_channel_CTLE_ML_1,4.84E-06,0.001331,2.53E-10,612.2,6.75E-13,1022,,-0.01967,-12.53,-13.84,-6.584,-13.62,-3.487,-9.09,-16.68,-7.254,-13.17,-22.47,-15.6,-18.88,-31.71,-29.37,0,0,0,1,2
785,ECE740_tb_channel_CTLE_ML_1,3.92E-06,0.0009077,2.49E-09,902,6.08E-13,1465,,-0.01969,-13.42,-13.96,-6.582,-14.93,-3.872,-9.082,-17.7,-6.91,-13.15,-22.73,-13.35,-18.87,-30.76,-24.62,0,0,0,1,2
786,ECE740_tb_channel_CTLE_ML_1,2.29E-06,0.002127,2.75E-09,1427,1.65E-13,501.9,,-0.01977,-55.1,-48.43,-6.583,-55.08,-45.28,-9.075,-55.05,-44,-13.14,-55.5,-44.35,-18.84,-56.63,-46.89,0,0,0,1,2
787,ECE740_tb_channel_CTLE_ML_1,2.41E-06,0.0005354,2.89E-09,904.5,4.47E-13,1122,,-0.01973,-0.8323,-1.325,-6.579,0.7543,8.659,-9.074,-1.622,6.477,-13.14,-5.961,2.088,-18.85,-12.75,-5.21,0,0,0,2,2
788,ECE740_tb_channel_CTLE_ML_1,5.37E-06,0.002441,2.33E-09,1417,1.81E-13,723.6,,-0.02002,-33.76,-27.69,-6.602,-43.99,-31.97,-9.099,-47.77,-36.34,-13.17,-52.99,-45.71,-18.88,-60.27,-58.52,0,0,0,1,2
789,ECE740_tb_channel_CTLE_ML_1,7.51E-06,0.001901,4.75E-10,612.7,1.19E-13,190,,-0.01959,-27.37,-19.62,-6.594,-35.24,-27.57,-9.106,-40.4,-33.78,-13.17,-49.1,-46.41,-18.87,-59.39,-62.43,0,0,0,1,2
790,ECE740_tb_channel_CTLE_ML_1,7.21E-06,0.001853,2.39E-10,637.4,6.58E-13,405.2,,-0.0196,-28.99,-24.41,-6.593,-35.17,-23.86,-9.105,-39.16,-30.78,-13.17,-46.44,-43.08,-18.87,-56.4,-58.83,0,0,0,1,2
791,ECE740_tb_channel_CTLE_ML_1,5.01E-06,0.001334,2.03E-09,162.1,9.43E-13,41.81,,-0.01967,-0.003287,-0.03646,-6.581,-5.774,-5.023,-9.082,-7.188,-5.348,-13.16,-9.861,-6.487,-18.89,-16.02,-12.58,0,0,0,2,2
792,ECE740_tb_channel_CTLE_ML_1,1.00E-06,0.001017,1.33E-09,239.4,8.16E-14,515.7,,-0.01976,-11.59,-23.2,-6.579,-16.97,-27.4,-9.067,-18.12,-27.24,-13.13,-20.73,-28.41,-18.81,-24.09,-29.53,0,0,0,2,2
793,ECE740_tb_channel_CTLE_ML_1,3.29E-06,0.00203,1.76E-09,178.6,5.79E-13,271.5,,-0.01972,-5.521,-10.97,-6.578,-7.253,-7.877,-9.072,-8.589,-8.061,-13.14,-10.97,-8.773,-18.86,-14.23,-9.236,0,0,0,2,2
794,ECE740_tb_channel_CTLE_ML_1,3.45E-06,0.001478,1.24E-09,1078,2.04E-13,396.3,,-0.01969,-35.68,-28.9,-6.582,-44,-33.96,-9.078,-47.12,-35.89,-13.15,-50.7,-40.29,-18.86,-54.9,-47.73,0,0,0,1,2
795,ECE740_tb_channel_CTLE_ML_1,9.30E-06,0.0007604,2.59E-09,782.8,3.15E-13,428.6,,-0.01957,2.267,7.626,-6.607,-2.259,7.408,-9.118,-8.174,-2.436,-13.17,-17.42,-17.33,-18.87,-28.68,-34.38,0,0,0,1,2
796,ECE740_tb_channel_CTLE_ML_1,1.80E-06,0.000799,2.38E-09,1262,8.06E-13,346.4,,-0.01973,-16.13,-9.926,-6.58,-21.66,-12.3,-9.071,-24.14,-14.71,-13.13,-28.28,-18.98,-18.82,-34.28,-25.56,0,0,0,1,2
797,ECE740_tb_channel_CTLE_ML_1,6.99E-06,0.001769,2.85E-09,771.3,9.85E-13,1225,,-0.01961,-36.94,-36.11,-6.592,-41.4,-29.04,-9.104,-45.17,-35.86,-13.17,-51.81,-47.31,-18.88,-60.39,-61.33,0,0,0,1,2
798,ECE740_tb_channel_CTLE_ML_1,6.34E-06,0.002018,1.57E-09,617.1,2.66E-13,13.24,,-0.01962,-27.27,-15.46,-6.59,-34.29,-23.46,-9.1,-37.9,-29.09,-13.17,-44.58,-39.69,-18.88,-54.19,-54.44,0,0,0,1,2
799,ECE740_tb_channel_CTLE_ML_1,7.31E-06,0.00152,1.81E-09,896,5.51E-13,808.9,,-0.0196,-37.39,-34.22,-6.593,-45.19,-32.57,-9.105,-48.89,-39.75,-13.17,-55.06,-51.13,-18.87,-62.59,-64.42,0,0,0,1,2
800,ECE740_tb_channel_CTLE_ML_1,5.31E-06,0.0008868,1.41E-10,147.6,6.78E-13,167.4,,-0.01969,-4.436,-8.906,-6.581,-7.751,-8.993,-9.084,-9.984,-10.93,-13.16,-15.42,-17.69,-18.87,-24.47,-30.12,0,0,0,2,2
801,ECE740_tb_channel_CTLE_ML_1,6.44E-06,0.001318,1.83E-09,653.7,2.53E-14,1439,,-0.01964,-19.28,-22.92,-6.588,-26.15,-27.87,-9.096,-29.55,-27.98,-13.17,-36.25,-31.65,-18.88,-45.6,-45.43,0,0,0,1,2
802,ECE740_tb_channel_CTLE_ML_1,9.89E-06,0.001868,2.29E-09,1424,7.95E-15,697.1,,-0.01959,-52.84,-45.68,-6.606,-33.57,-28.53,-9.109,-33.8,-32.08,-13.17,-37.31,-40.6,-18.86,-43.88,-52.99,0,0,0,1,2
803,ECE740_tb_channel_CTLE_ML_1,1.44E-06,0.001311,9.51E-10,283.7,6.38E-13,435.7,,-0.01975,-7.447,-14.81,-6.579,-10.14,-13.62,-9.069,-12.4,-15.66,-13.13,-16.15,-19.15,-18.82,-20.89,-23.1,0,0,0,2,2
804,ECE740_tb_channel_CTLE_ML_1,9.47E-06,0.00174,8.62E-11,203.2,6.46E-13,1382,,-0.01968,-11.63,-23.23,-6.599,-1.546,3.789,-9.116,-7.666,-5.839,-13.17,-17.1,-20.68,-18.87,-28.63,-38.13,0,0,0,2,2
805,ECE740_tb_channel_CTLE_ML_1,5.07E-06,0.001219,1.47E-09,1127,8.32E-13,1343,,-0.01965,-36.83,-34.25,-6.585,-41.53,-28.25,-9.09,-44.37,-32.56,-13.16,-49.34,-40.96,-18.88,-56.4,-53.09,0,0,0,1,2
806,ECE740_tb_channel_CTLE_ML_1,7.08E-06,0.002458,2.04E-09,101.3,2.52E-13,933.5,,-0.01971,-15.73,-31.46,-6.572,-8.742,-10.97,-9.086,-6.3,-3.593,-13.19,-10.07,-6.662,-18.89,-19.43,-19.69,0,0,0,2,2
807,ECE740_tb_channel_CTLE_ML_1,9.94E-06,0.001464,2.67E-09,1239,2.03E-13,1116,,-0.01953,-48.83,-45.38,-6.605,-42.28,-30.95,-9.111,-47.41,-41.63,-13.17,-55.78,-56.14,-18.86,-65.74,-72.14,0,0,0,1,2
808,ECE740_tb_channel_CTLE_ML_1,1.51E-06,0.001888,2.34E-09,1282,3.73E-13,1473,,-0.01974,-42.71,-42.72,-6.58,-46.84,-38.36,-9.07,-48.82,-40.18,-13.13,-51.38,-42.79,-18.82,-53.86,-45.63,0,0,0,1,2
809,ECE740_tb_channel_CTLE_ML_1,7.09E-06,0.001444,2.16E-09,386.5,5.69E-13,1479,,-0.01969,-7.674,-14.7,-6.592,0.301,9.248,-9.116,-4.403,2.808,-13.18,-12.57,-9.365,-18.88,-23.02,-24.61,0,0,0,2,2
810,ECE740_tb_channel_CTLE_ML_1,6.92E-06,0.001216,5.08E-10,425.3,9.90E-13,413.4,,-0.01965,0.6566,1.901,-6.596,0.7381,9.448,-9.114,-4.105,2.584,-13.18,-12.4,-9.893,-18.88,-23.41,-26.34,0,0,0,2,2
811,ECE740_tb_channel_CTLE_ML_1,6.70E-06,0.002302,3.22E-10,1351,3.13E-13,16.07,,-0.01978,-57.3,-42.51,-6.597,-57.8,-45.07,-9.103,-56.35,-46.9,-13.17,-57.8,-53.29,-18.88,-63.01,-64.25,0,0,0,1,2
812,ECE740_tb_channel_CTLE_ML_1,2.64E-06,0.002193,5.67E-10,1105,3.57E-13,464.5,,-0.01971,-43.87,-38.2,-6.581,-52.41,-42.03,-9.074,-53.71,-42.9,-13.14,-54.61,-44.39,-18.84,-56.14,-48.05,0,0,0,1,2
813,ECE740_tb_channel_CTLE_ML_1,2.23E-06,0.001396,1.68E-09,1193,6.53E-13,895,,-0.01972,-35.34,-32.17,-6.58,-40.11,-29.61,-9.072,-42.5,-31.98,-13.13,-46.22,-36.06,-18.83,-50.92,-42.04,0,0,0,1,2
814,ECE740_tb_channel_CTLE_ML_1,3.21E-06,0.001583,2.11E-09,413.3,2.24E-13,1349,,-0.01973,-8.769,-16.18,-6.576,-4.436,-0.09069,-9.074,-5.785,0.1465,-13.15,-9.743,-3.168,-18.87,-16.56,-9.941,0,0,0,2,2
815,ECE740_tb_channel_CTLE_ML_1,2.11E-06,0.002079,1.61E-09,1155,6.97E-13,1129,,-0.01973,-43.87,-42,-6.581,-48.29,-38.2,-9.072,-50.16,-40.06,-13.13,-52.43,-42.64,-18.83,-54.77,-46.09,0,0,0,1,2
816,ECE740_tb_channel_CTLE_ML_1,9.26E-06,0.0007707,1.06E-09,1209,3.53E-13,216.2,,-0.01956,-24.45,-13.42,-6.601,-33.41,-22.87,-9.109,-38.79,-32.56,-13.17,-47.21,-46.69,-18.87,-57.62,-63.14,0,0,0,1,2
817,ECE740_tb_channel_CTLE_ML_1,3.14E-06,0.001766,8.92E-10,887.3,9.33E-13,703.7,,-0.0197,-34.05,-30.97,-6.581,-38.67,-27.96,-9.076,-41.17,-30.63,-13.14,-45.3,-35.7,-18.86,-51.1,-44.05,0,0,0,1,2
818,ECE740_tb_channel_CTLE_ML_1,7.35E-06,0.002066,2.90E-09,42.52,9.03E-13,447.7,,-0.0197,-17.86,-35.74,-6.578,-8.267,-10.06,-9.094,-5.492,-2.113,-13.19,-8.162,-3.019,-18.88,-18.54,-18.33,0,0,0,2,2
819,ECE740_tb_channel_CTLE_ML_1,7.38E-06,0.00173,1.54E-09,434.1,2.27E-13,680.2,,-0.01962,-9.462,-10.97,-6.592,-11.2,-3.625,-9.109,-14.92,-7.185,-13.18,-22.68,-19.7,-18.88,-33.41,-35.96,0,0,0,1,2
820,ECE740_tb_channel_CTLE_ML_1,5.35E-06,0.00229,2.68E-09,978.8,2.30E-14,1240,,-0.01965,-49.54,-49.06,-6.587,-34.8,-33.07,-9.092,-33.63,-29.47,-13.16,-37.1,-30.37,-18.88,-44.71,-41.88,0,0,0,1,2
821,ECE740_tb_channel_CTLE_ML_1,8.47E-06,0.001292,8.23E-10,865.2,5.32E-13,1114,,-0.01958,-32.45,-31.35,-6.598,-38.25,-26.47,-9.109,-42.91,-35.61,-13.17,-50.76,-49.1,-18.87,-60.51,-64.81,0,0,0,1,2
822,ECE740_tb_channel_CTLE_ML_1,2.29E-06,0.001533,1.91E-09,415.8,3.14E-13,492.9,,-0.01973,-3.615,-6.112,-6.578,-5.302,-2.607,-9.071,-6.949,-3.297,-13.13,-10.47,-6.166,-18.84,-15.46,-10.01,0,0,0,2,2
823,ECE740_tb_channel_CTLE_ML_1,7.16E-06,0.001997,2.20E-09,1194,8.92E-13,946.7,,-0.01961,-56.79,-51.84,-6.593,-59.42,-46.15,-9.105,-59.06,-49.59,-13.17,-61.05,-56.83,-18.88,-65.89,-67.46,0,0,0,1,2
824,ECE740_tb_channel_CTLE_ML_1,9.49E-06,0.0006088,1.22E-09,835.3,7.95E-13,299.9,,-0.01954,6.311,13.52,-6.615,0.7463,10.11,-9.119,-6.005,-1.051,-13.17,-15.47,-16.11,-18.86,-26.94,-33.55,0,0,0,2,2
825,ECE740_tb_channel_CTLE_ML_1,2.15E-06,0.002277,2.94E-09,592.6,4.87E-13,95.64,,-0.01972,-20.51,-16.39,-6.58,-26.85,-22.05,-9.072,-29.17,-23.74,-13.13,-33.11,-26.92,-18.83,-38.81,-31.25,0,0,0,1,2
826,ECE740_tb_channel_CTLE_ML_1,6.13E-06,0.002124,2.53E-09,114.9,8.23E-13,372.8,,-0.0197,-8.713,-17.43,-6.579,-5.315,-4.118,-9.091,-5.815,-2.6,-13.18,-8.686,-3.921,-18.89,-17.14,-14.93,0,0,0,2,2
827,ECE740_tb_channel_CTLE_ML_1,9.63E-06,0.001396,2.91E-09,227.2,9.04E-14,508.4,,-0.01966,-4.754,-9.48,-6.582,-8.184,-9.762,-9.104,-7.288,-5.112,-13.18,-13.39,-13.1,-18.87,-24.22,-29.35,0,0,0,2,2
828,ECE740_tb_channel_CTLE_ML_1,4.03E-06,0.001398,3.83E-10,1450,5.84E-13,566.6,,-0.01968,-45.72,-38.13,-6.583,-55.4,-41.74,-9.082,-55.43,-42.48,-13.15,-55.73,-45.3,-18.87,-58.21,-52.27,0,0,0,1,2
829,ECE740_tb_channel_CTLE_ML_1,2.74E-06,0.0009891,1.12E-09,1415,2.07E-13,1338,,-0.01971,-34.16,-32.01,-6.581,-39.94,-28.7,-9.074,-42.35,-30.49,-13.14,-46.16,-34.97,-18.84,-51.12,-42.36,0,0,0,1,2
830,ECE740_tb_channel_CTLE_ML_1,3.48E-06,0.0007711,1.54E-09,532.8,3.01E-13,19.23,,-0.01968,6.397,13.02,-6.582,-0.2368,6.351,-9.081,-2.939,3.544,-13.15,-7.712,-1.635,-18.87,-15.25,-10.55,0,0,0,2,2
831,ECE740_tb_channel_CTLE_ML_1,4.83E-06,0.0009263,1.98E-09,193.7,5.46E-13,418.5,,-0.01971,-6.227,-12.47,-6.578,-5.426,-4.356,-9.079,-6.884,-4.765,-13.16,-10.1,-7.003,-18.89,-16.22,-13.03,0,0,0,2,2
832,ECE740_tb_channel_CTLE_ML_1,9.37E-06,0.002319,5.90E-10,561.6,6.06E-13,1375,,-0.01955,-37.54,-40.77,-6.603,-42.28,-31.74,-9.111,-47.43,-41.93,-13.17,-55.47,-55.8,-18.87,-64.77,-71.07,0,0,0,1,2
833,ECE740_tb_channel_CTLE_ML_1,4.08E-06,0.001266,2.93E-09,737.8,1.03E-13,217.9,,-0.01968,-15.1,-8.356,-6.583,-21.7,-14.42,-9.082,-24.38,-16.13,-13.15,-29.29,-20.44,-18.87,-37.2,-30.86,0,0,0,1,2
834,ECE740_tb_channel_CTLE_ML_1,1.20E-06,0.002107,1.78E-09,1129,6.77E-13,276.1,,-0.01975,-35.79,-32.19,-6.58,-41.8,-36.19,-9.069,-44.08,-38.34,-13.13,-47.49,-41.75,-18.82,-51.32,-45.76,0,0,0,1,2
