fW,current,ind,Rd,Cs,Rs,Stage 1 Region,channel 0.1G attenuation,channel 3.5G attenuation,channel 7G attenuation,channel 14G attenuation,channel 28G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,Hard Constraint of 2 on 0.1G Status,stage 1 3.5G attenuation,stage 2 3.5G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,stage 1 28G attenuation,stage 2 28G attenuation
3.81E-06,0.001959,2.37E-09,405.2,2.19E-13,867.8,0,-0.0197,-6.579,-9.081,-13.16,-18.88,-9.888,-14.35,0,-9.429,-4.63,-11.09,-4.179,-15.63,-8.14,-23.4,-16.98
9.09E-06,0.001644,9.94E-10,1149,3.16E-13,323.8,0,-0.01955,-6.602,-9.111,-13.17,-18.87,-48.14,-38.4,0,-47.39,-36.16,-51.48,-44.8,-58.69,-57.86,-67.02,-72.22
3.15E-06,0.001948,2.36E-09,423.4,2.69E-13,1362,0,-0.01971,-6.579,-9.076,-13.15,-18.87,-12.47,-19.72,0,-9.605,-4.603,-11.62,-5.367,-15.77,-8.882,-22.55,-15.33
3.79E-06,0.002409,2.19E-09,448.4,9.81E-13,916.9,0,-0.01969,-6.582,-9.081,-13.15,-18.87,-20.59,-23.56,0,-22,-14.21,-24.66,-16.83,-29.4,-21.98,-36.99,-31.06
7.08E-06,0.001824,2.33E-09,363.2,2.71E-13,1223,0,-0.01967,-6.586,-9.113,-13.18,-18.88,-9.35,-16.3,0,-3.987,3.705,-7.702,0.2099,-15.68,-11.94,-26.2,-27.43
9.64E-06,0.001734,1.23E-09,228.7,1.49E-13,497.3,1,-0.01965,-6.584,-9.113,-13.18,-18.87,-4.475,-8.857,0,-6.048,-5.337,-7.262,-4.744,-15.77,-17.71,-26.64,-33.85
6.48E-06,0.001432,2.64E-09,964.6,1.33E-13,488.7,0,-0.01962,-6.59,-9.1,-13.17,-18.88,-36.18,-30.02,0,-44.51,-34.81,-48.66,-38.41,-54.26,-48.31,-61.09,-60.88
2.43E-06,0.001066,2.13E-09,455.7,3.49E-13,994.5,1,-0.01974,-6.578,-9.071,-13.14,-18.84,-5.416,-10.56,0,-2.967,1.05,-4.841,-0.1751,-8.432,-3.247,-13.51,-7.357
8.27E-06,0.002307,3.33E-10,36.88,5.11E-13,423.3,1,-0.0197,-6.58,-9.097,-13.17,-18.87,-18.67,-37.35,0,-14.97,-23.44,-16.65,-24.36,-22.78,-32.61,-30.76,-42.88
9.98E-06,0.001022,2.98E-09,691.4,2.76E-13,285.9,0,-0.01955,-6.604,-9.112,-13.17,-18.86,-5.264,1.539,0,-12.53,-3.809,-17.96,-13.06,-26.83,-27.63,-37.99,-44.49
1.89E-06,0.0009141,1.25E-09,1130,3.91E-14,704.3,0,-0.01973,-6.58,-9.071,-13.13,-18.83,-17.9,-14.91,0,-24.31,-20.48,-26.57,-21.26,-30.47,-23.3,-36.38,-28.75
6.76E-06,0.0006215,2.17E-09,495,4.69E-13,1061,1,-0.01969,-6.587,-9.108,-13.18,-18.88,-3.713,-7.405,0,1.135,9.064,-3.023,3.629,-10.71,-7.618,-20.95,-22.58
4.95E-06,0.0007558,2.55E-10,738.3,6.14E-14,511.2,1,-0.01967,-6.581,-9.084,-13.17,-18.89,1.97,5.141,1,-3.584,0.7635,-4.973,1.083,-9.867,-3.648,-19.46,-17.41
4.44E-06,0.0005599,2.47E-09,836.5,1.52E-13,1107,1,-0.01971,-6.576,-9.086,-13.17,-18.89,-0.8098,-1.341,1,0.7609,8.503,-0.8581,8.425,-6.921,1.094,-16.32,-12.09
8.96E-06,0.0006502,1.61E-10,175.8,5.14E-13,1003,1,-0.01969,-6.589,-9.107,-13.17,-18.87,-11.7,-23.4,0,-5.558,-4.555,-10.17,-11.25,-18.71,-24.33,-29.87,-41.08
1.59E-06,0.0005906,1.13E-09,1388,5.96E-13,170.4,0,-0.01973,-6.58,-9.07,-13.13,-18.82,-5.763,1.791,0,-11.82,-3.053,-14.26,-5.312,-18.44,-9.718,-24.62,-16.86
8.06E-06,0.002303,2.44E-09,257.2,8.67E-13,775.1,1,-0.01966,-6.6,-9.12,-13.18,-18.88,-6.783,-12.61,0,-1.428,6.363,-6.569,-0.9867,-14.8,-13.23,-25.1,-28.05
9.06E-06,0.001101,2.32E-09,132.5,5.28E-13,504.8,1,-0.01968,-6.585,-9.111,-13.18,-18.87,-9.315,-18.64,0,-5.017,-3.523,-7.626,-6.16,-14.05,-14.87,-23.31,-27.8
1.71E-06,0.001728,1.88E-09,209.7,2.43E-13,1472,1,-0.01975,-6.578,-9.068,-13.13,-18.81,-15.19,-30.33,0,-12.01,-17.39,-13.49,-17.86,-15.95,-18.74,-17.84,-17.08
1.15E-06,0.00162,7.98E-10,82.43,7.86E-13,684.2,1,-0.01976,-6.58,-9.068,-13.13,-18.81,-23.32,-47.05,0,-26.42,-46.87,-28.42,-48.38,-31.02,-49.49,-33.28,-48.3
3.38E-06,0.002317,2.28E-09,1189,4.03E-13,251.5,0,-0.01972,-6.583,-9.079,-13.15,-18.86,-48.64,-39.66,0,-56.02,-44.31,-56.28,-44.25,-56.27,-45.47,-57.94,-50.41
8.71E-06,0.002225,1.40E-09,703.6,3.37E-13,533.2,0,-0.01956,-6.6,-9.11,-13.17,-18.87,-40.52,-36.55,0,-53.13,-42.01,-57.05,-50.05,-61.55,-60.38,-67.35,-72.11
3.50E-06,0.0006911,1.88E-09,47.25,8.88E-13,698.9,1,-0.01974,-6.579,-9.07,-13.13,-18.84,-21.51,-43.05,0,-17.09,-27.69,-15.99,-23.01,-14.63,-16.28,-13.41,-8.547
4.32E-06,0.001077,2.33E-09,762,5.30E-13,71.82,0,-0.01967,-6.583,-9.085,-13.16,-18.88,-8.261,1.156,0,-14.82,-4.976,-17.59,-7.666,-22.82,-14.25,-31.26,-26.2
8.45E-06,0.002383,1.45E-09,1468,2.17E-13,392,0,-0.02007,-6.61,-9.108,-13.17,-18.87,-36.6,-27.36,0,-44.05,-33.75,-47.94,-41.64,-55.05,-54.44,-64.68,-70.06
8.73E-06,0.001641,1.15E-09,1304,2.43E-13,95.67,0,-0.01957,-6.601,-9.11,-13.17,-18.87,-51.03,-37.09,0,-48.84,-37.91,-49.85,-43.02,-55.59,-54.24,-64.54,-69.14
7.71E-06,0.001379,1.06E-09,271.9,8.59E-13,1344,1,-0.01969,-6.594,-9.114,-13.18,-18.88,-8.521,-16.98,0,-0.1945,6.508,-5.088,-0.5363,-13.39,-13.03,-23.94,-28.48
6.34E-06,0.0005069,2.60E-09,284.3,1.70E-13,585.5,1,-0.0197,-6.577,-9.086,-13.17,-18.89,-5.268,-10.55,0,-6.079,-5.665,-6.137,-3.184,-10.82,-8.113,-19.38,-19.53
6.42E-06,0.0006997,1.98E-09,102.7,2.39E-13,915.6,1,-0.01972,-6.575,-9.08,-13.17,-18.89,-16.2,-32.4,0,-11.47,-16.45,-10.46,-11.98,-12.26,-11.4,-18.93,-18.68
1.61E-06,0.0009791,2.83E-09,764.5,3.25E-14,54.15,0,-0.01973,-6.58,-9.071,-13.13,-18.83,0.1531,5.145,1,-6.388,-1.37,-8.822,-3.726,-12.68,-7.296,-17.87,-11.61
8.72E-06,0.001357,1.91E-09,927.3,2.28E-13,745.4,0,-0.01957,-6.599,-9.11,-13.17,-18.87,-36.26,-32.46,0,-49.86,-38.45,-54.85,-47.41,-60.01,-58.48,-66.03,-70.49
5.23E-06,0.001348,2.00E-09,800.1,8.06E-13,738.2,0,-0.01965,-6.585,-9.091,-13.17,-18.88,-25.57,-22.86,0,-29.75,-17.83,-32.83,-22.09,-38.61,-31.02,-47.64,-44.83
9.80E-06,0.001822,1.06E-09,1199,9.63E-13,350.5,0,-0.01954,-6.605,-9.112,-13.17,-18.86,-53,-43.14,0,-56.95,-46.24,-60.05,-54.62,-64.57,-64.97,-70.44,-76.84
3.00E-06,0.001972,9.06E-10,1387,4.04E-13,459.9,0,-0.01972,-6.582,-9.076,-13.14,-18.85,-50.21,-42.7,0,-58.14,-45.95,-57.08,-44.76,-56.26,-45.05,-57.34,-49.13
7.95E-06,0.0009299,1.62E-09,1265,4.79E-13,1492,0,-0.01959,-6.596,-9.107,-13.17,-18.87,-36.73,-34.6,0,-44.27,-31.45,-48.31,-39.79,-54.92,-51.94,-62.74,-65.69
5.17E-06,0.0008407,1.11E-09,90.05,7.73E-14,78.63,1,-0.01969,-6.581,-9.077,-13.15,-18.87,-6.751,-13.55,0,-13.05,-19.58,-14.84,-20.68,-16.96,-20.88,-20.17,-21.45
4.95E-06,0.001162,1.81E-09,375,4.96E-13,1224,1,-0.01972,-6.579,-9.091,-13.17,-18.89,-6.844,-13.55,0,-0.1064,6.671,-2.782,4.106,-8.64,-3.078,-17.58,-15.02
4.36E-06,0.001454,2.66E-10,874.7,7.09E-13,1048,0,-0.01967,-6.583,-9.084,-13.16,-18.88,-31.33,-30.02,0,-35.13,-23.28,-37.9,-26.76,-42.88,-34.14,-50.58,-46.22
5.32E-06,0.002209,2.13E-11,1210,8.67E-13,251.7,0,-0.01967,-6.587,-9.093,-13.17,-18.88,-52.94,-42.77,0,-59.34,-45.86,-58.14,-46.51,-58.57,-50.96,-62.17,-59.97
1.79E-06,0.0005652,1.15E-09,1015,5.67E-13,288.8,1,-0.01973,-6.58,-9.072,-13.13,-18.83,3.422,8.18,1,-0.8865,6.377,-3.255,4.177,-7.586,-0.3737,-14.24,-7.931
3.33E-06,0.00119,2.22E-09,735.5,7.56E-13,43.87,0,-0.01969,-6.582,-9.078,-13.15,-18.86,-9.364,-0.5104,0,-15.91,-6.822,-18.49,-9.23,-23.08,-14.19,-30.4,-23.28
1.17E-06,0.001624,2.97E-10,967.3,9.69E-13,86.69,0,-0.01974,-6.58,-9.069,-13.13,-18.82,-23.18,-19.85,0,-29.54,-25.72,-31.98,-28.05,-36,-32.17,-41.58,-38.28
4.69E-06,0.0005831,6.24E-10,24.78,2.87E-13,760.2,1,-0.01973,-6.578,-9.072,-13.14,-18.86,-27.8,-55.6,0,-24.5,-42.48,-23.66,-38.34,-23.68,-34.35,-25.27,-31.85
5.88E-06,0.001269,2.41E-10,819.2,4.07E-13,1149,0,-0.01964,-6.587,-9.095,-13.17,-18.88,-26.61,-26.61,0,-30.06,-18.11,-33.36,-23,-39.64,-33.42,-49.19,-48.47
2.69E-06,0.002274,2.64E-09,1309,3.94E-13,1178,0,-0.01976,-6.583,-9.076,-13.14,-18.85,-59.65,-57.16,0,-61.49,-49.69,-58.32,-46.41,-56.73,-45.49,-57.33,-48.24
4.14E-06,0.002085,1.78E-09,613.4,3.60E-13,384.6,0,-0.01967,-6.583,-9.083,-13.16,-18.87,-26.9,-23.42,0,-32.4,-23.47,-35.01,-25.34,-39.89,-31.45,-47.61,-42.5
9.68E-06,0.001842,2.93E-09,232.3,3.56E-13,717.7,1,-0.01966,-6.592,-9.124,-13.18,-18.87,-6.746,-13.36,0,-0.7525,5.565,-5.604,-1.146,-14.5,-14.92,-25.04,-30.39
4.32E-06,0.002479,9.24E-10,205.2,1.81E-13,1301,1,-0.01973,-6.574,-9.072,-13.16,-18.89,-12.95,-25.65,0,-7.558,-8.252,-7.2,-4.881,-11.04,-8.061,-18.8,-17.3
3.03E-06,0.0009445,1.33E-10,696.9,3.46E-13,1054,0,-0.01972,-6.579,-9.078,-13.15,-18.87,-4.143,-5.829,0,-2.91,4.996,-5.36,2.894,-10.3,-2.689,-18.26,-12.87
5.02E-06,0.002242,8.51E-10,781.2,2.67E-14,564.6,0,-0.01965,-6.585,-9.09,-13.16,-18.88,-39.79,-36.15,0,-39.77,-35.84,-38.32,-33.71,-40.37,-35.03,-47.04,-44.5
3.01E-06,0.00134,1.05E-09,1453,1.10E-13,1315,0,-0.0197,-6.581,-9.076,-13.14,-18.85,-44.02,-41.51,0,-49.59,-39.65,-51.22,-39.36,-53.21,-41.76,-55.72,-47.21
9.11E-06,0.0008371,2.73E-09,661.9,6.46E-13,185.4,1,-0.01954,-6.611,-9.12,-13.17,-18.87,6.001,13.81,1,-0.2237,9.109,-6.392,-0.8398,-15.59,-15.38,-26.7,-32.04
1.51E-06,0.00134,2.13E-09,95.94,5.79E-13,923.3,1,-0.01976,-6.579,-9.068,-13.13,-18.81,-19.19,-38.42,0,-17.82,-29.19,-18.4,-27.84,-18.58,-24.11,-18.18,-17.69
9.59E-06,0.002148,2.69E-09,1023,1.92E-13,342.4,0,-0.01955,-6.604,-9.111,-13.17,-18.86,-51.36,-42.48,0,-43.1,-33.21,-46.78,-40.95,-54.64,-54.71,-64.74,-70.78
7.22E-06,0.00234,1.81E-09,183.7,8.69E-13,419.5,1,-0.01968,-6.587,-9.111,-13.18,-18.88,-5.267,-10.39,0,-1.846,3.23,-5.36,-0.9755,-12.3,-10.51,-21.72,-23.55
7.52E-06,0.0005149,2.42E-09,1100,7.46E-13,306.5,1,-0.01958,-6.603,-9.117,-13.18,-18.88,5.86,14.27,1,0.6335,11.89,-4.815,3.264,-13.44,-10.36,-24.55,-27.22
5.96E-06,0.0008835,2.27E-09,1360,9.34E-14,460.2,0,-0.01963,-6.588,-9.096,-13.17,-18.88,-33.1,-24.72,0,-40.99,-30.97,-45.24,-34.75,-51.17,-44.16,-58.39,-57.02
4.20E-06,0.0009971,1.50E-09,62.45,5.19E-13,443.6,1,-0.01973,-6.578,-9.072,-13.14,-18.87,-16.31,-32.64,0,-14.56,-22.63,-14.32,-19.67,-14.18,-15.39,-15.34,-11.92
4.75E-06,0.000984,2.16E-09,1132,6.42E-13,90.5,0,-0.01966,-6.584,-9.087,-13.16,-18.88,-26.05,-14.46,0,-32.97,-20.75,-35.99,-24.36,-41.33,-32.43,-49.57,-45.34
4.08E-06,0.002161,3.88E-10,1037,4.51E-13,1488,0,-0.01968,-6.583,-9.082,-13.15,-18.87,-48.98,-48.86,0,-57.39,-44.9,-56.53,-44.55,-56.36,-46.74,-58.73,-53.47
9.99E-06,0.002032,5.85E-10,101,6.21E-14,418.7,1,-0.01967,-6.584,-9.09,-13.17,-18.87,-9.919,-19.84,0,-15.57,-24.58,-16.55,-24.04,-20.32,-27.5,-29.12,-39.45
7.68E-06,0.00223,1.99E-09,598.5,3.17E-14,835.6,0,-0.01959,-6.595,-9.105,-13.17,-18.87,-35.22,-35.53,0,-36.81,-36.03,-37.3,-34.62,-42.01,-39.36,-50.8,-53.43
1.30E-06,0.002318,2.21E-09,652.8,4.93E-13,640.3,0,-0.01974,-6.58,-9.069,-13.13,-18.82,-18.73,-23.09,0,-22.55,-23.01,-24.92,-25.18,-28.79,-28.75,-33.93,-32.93
7.01E-06,0.001397,1.31E-09,235.2,2.32E-13,119.6,1,-0.01964,-6.586,-9.099,-13.18,-18.88,1.927,3.897,1,-4.065,-1.464,-6.293,-3.225,-12.37,-11.1,-22.06,-24.8
8.91E-06,0.0006818,3.43E-10,180.2,3.36E-13,1374,1,-0.0197,-6.584,-9.107,-13.17,-18.87,-13.8,-27.6,0,-5.564,-4.576,-9.557,-10.01,-18.11,-23.12,-29.15,-39.6
6.40E-06,0.002336,3.20E-10,369.9,8.66E-13,320.4,0,-0.01962,-6.59,-9.102,-13.17,-18.88,-11.82,-10.14,0,-15.56,-6.84,-19.27,-12.06,-26.37,-23.05,-36.8,-38.79
4.41E-06,0.001877,1.10E-09,687.7,5.24E-13,1028,0,-0.01967,-6.583,-9.085,-13.16,-18.88,-30.87,-31.62,0,-33.95,-23.2,-36.72,-26.32,-41.78,-33.5,-49.71,-45.54
4.31E-06,0.001799,1.40E-09,717.3,9.77E-13,896.9,0,-0.01967,-6.583,-9.084,-13.16,-18.88,-30.06,-29.02,0,-33.64,-22.58,-36.42,-25.93,-41.44,-32.95,-49.28,-44.69
7.59E-06,0.00104,2.23E-10,1103,6.38E-13,19.88,0,-0.01959,-6.594,-9.106,-13.17,-18.87,-30.38,-16.21,0,-37.84,-25.97,-42.19,-33.81,-49.79,-46.49,-59.4,-61.94
9.17E-06,0.002316,1.31E-09,1147,5.80E-13,312.5,0,-0.0196,-6.603,-9.111,-13.17,-18.87,-60.63,-50.75,0,-51.52,-40.31,-55.69,-49.52,-62.12,-61.76,-69.3,-74.93
3.53E-06,0.00112,6.93E-10,1324,5.39E-13,691.8,0,-0.01969,-6.582,-9.079,-13.15,-18.86,-36.06,-30.26,0,-42.35,-29.6,-44.78,-32.33,-48.61,-37.85,-53.74,-46.67
7.49E-06,0.001303,3.59E-10,648.1,8.51E-13,64.13,0,-0.0196,-6.594,-9.106,-13.17,-18.87,-12.57,-1.993,0,-19.86,-9.661,-24.08,-16.5,-31.75,-29.02,-42.51,-45.53
7.22E-06,0.0009592,2.46E-09,1074,9.85E-13,1114,0,-0.01961,-6.593,-9.104,-13.17,-18.87,-28.42,-24.81,0,-33.39,-20.78,-37.39,-28.17,-44.65,-40.45,-54.61,-56.1
2.26E-06,0.0006726,6.05E-11,329.5,1.97E-13,1143,1,-0.01975,-6.578,-9.069,-13.13,-18.83,-9.112,-18.23,0,-7.11,-7.72,-8.499,-8.026,-12.41,-11.81,-18.74,-18.81
9.62E-06,0.002281,2.50E-09,1320,3.65E-15,1484,0,-0.01972,-6.606,-9.108,-13.16,-18.86,-37.55,-35.86,0,-29.69,-29.1,-29.81,-31.46,-33.19,-39.04,-39.32,-50.74
8.26E-06,0.002237,1.15E-09,448.3,2.85E-13,453.5,0,-0.01958,-6.597,-9.109,-13.17,-18.87,-22.21,-20.71,0,-27.99,-19.37,-32.36,-25.52,-40.35,-38.97,-51.12,-55.53
7.78E-06,0.002244,1.12E-09,786.1,3.84E-13,413.7,0,-0.01959,-6.596,-9.107,-13.17,-18.87,-42.97,-36.93,0,-53.41,-41.68,-56.4,-48.06,-60.4,-57.59,-66.02,-69.11
1.52E-06,0.001455,2.87E-09,855,7.52E-13,89.82,0,-0.01974,-6.58,-9.07,-13.13,-18.82,-18.08,-13.22,0,-24.41,-18.9,-26.79,-20.98,-30.77,-24.64,-36.35,-29.51
6.19E-06,0.002329,5.24E-10,1235,4.61E-13,1132,0,-0.0197,-6.592,-9.099,-13.17,-18.88,-48.44,-45.16,0,-53.1,-39.47,-55.23,-44.49,-58.74,-52.91,-64.05,-63.96
7.23E-06,0.002125,2.92E-09,1339,2.99E-13,94.46,0,-0.01967,-6.596,-9.105,-13.17,-18.87,-58.22,-44.65,0,-50.55,-38.48,-50.8,-41.83,-55.74,-51.85,-63.82,-65.72
6.46E-06,0.00223,2.53E-09,839,3.69E-13,636.2,0,-0.01962,-6.59,-9.1,-13.17,-18.88,-44.27,-40.39,0,-55.27,-42.78,-56.56,-46.17,-58.81,-53.22,-63.51,-63.49
4.37E-06,0.0005977,1.60E-09,1043,7.95E-13,298.2,0,-0.01966,-6.585,-9.092,-13.17,-18.89,3.237,10.67,1,-1.015,10.15,-4.311,6.283,-10.5,-2.076,-19.85,-15.6
6.46E-06,0.002074,7.25E-10,77.68,3.27E-13,1251,1,-0.01972,-6.574,-9.084,-13.17,-18.88,-20.14,-40.28,0,-10.81,-15.11,-11.16,-13.32,-15.72,-18.33,-23.14,-27.39
5.16E-06,0.0006976,3.62E-10,1192,6.27E-14,1454,0,-0.01966,-6.584,-9.088,-13.16,-18.88,-17.55,-16.81,0,-22.8,-16.18,-25.47,-15.65,-30.91,-22.83,-39.77,-37.08
7.20E-06,0.001989,2.65E-09,808.3,3.74E-13,584.7,0,-0.0196,-6.593,-9.105,-13.17,-18.88,-40.76,-36.54,0,-53.24,-40.95,-55.87,-46.45,-59.23,-55.03,-64.48,-65.95
1.99E-06,0.001942,1.31E-09,250.1,2.70E-13,157.6,1,-0.01973,-6.579,-9.069,-13.13,-18.82,-4.381,-8.498,0,-10.07,-13.31,-11.64,-13.95,-14.63,-15.91,-18.36,-17.78
6.80E-06,0.00127,1.95E-09,1173,3.79E-13,144,0,-0.01961,-6.591,-9.102,-13.17,-18.88,-39.01,-27.04,0,-47.74,-35.45,-52,-42.02,-57,-51.86,-62.95,-63.54
2.38E-06,0.001947,1.57E-11,1322,2.54E-13,1195,0,-0.01972,-6.581,-9.073,-13.14,-18.84,-48.53,-46.4,0,-57.29,-46.51,-56.5,-45.28,-55.7,-45.02,-56.33,-47.67
7.42E-06,0.0005542,1.44E-10,365.9,8.19E-13,258.6,1,-0.01965,-6.591,-9.106,-13.17,-18.87,1.096,2.174,1,-1.378,3.928,-5.763,-2.168,-13.78,-14.18,-24.73,-30.59
5.33E-06,0.0008179,2.82E-09,130.2,2.77E-13,983.6,1,-0.01972,-6.575,-9.074,-13.16,-18.9,-14.68,-29.36,0,-8.933,-11.38,-7.865,-6.818,-8.373,-3.674,-15.15,-10.75
2.04E-06,0.00138,1.50E-10,987.6,1.93E-13,152.4,0,-0.01972,-6.58,-9.072,-13.13,-18.83,-25.34,-18.32,0,-31.96,-24.53,-34.54,-26.57,-38.71,-30.51,-44.53,-37.29
2.75E-06,0.001192,2.49E-09,696.3,8.05E-13,412.6,0,-0.01971,-6.581,-9.075,-13.14,-18.85,-7.598,-4.651,0,-11.47,-3.248,-13.97,-5.576,-18.32,-9.936,-25.03,-17.1
5.12E-06,0.001062,2.54E-09,451.1,4.70E-13,834.7,1,-0.0197,-6.58,-9.096,-13.18,-18.89,-3.23,-6.179,0,0.711,8.601,-2.1,5.9,-8.284,-1.845,-17.53,-14.48
1.70E-06,0.001864,1.15E-10,1265,6.08E-13,1374,0,-0.01974,-6.58,-9.07,-13.13,-18.82,-42.67,-41.59,0,-46.76,-37.48,-48.78,-39.49,-51.39,-42.42,-54.01,-46.13
2.46E-06,0.001534,2.21E-10,228.5,1.85E-13,942,1,-0.01974,-6.577,-9.068,-13.13,-18.83,-10.68,-21.31,0,-9.302,-12.01,-10.13,-11.17,-13.77,-14.38,-19.96,-21.02
8.34E-06,0.002089,1.43E-09,791.5,8.88E-14,1216,0,-0.01957,-6.598,-9.108,-13.17,-18.87,-44.48,-45.15,0,-38.1,-30.94,-41.47,-33.39,-48.76,-46.54,-59.04,-63.08
8.95E-06,0.00187,2.18E-09,825.5,1.25E-13,648.1,0,-0.01956,-6.601,-9.11,-13.17,-18.87,-41.66,-37.77,0,-41.44,-32.63,-45.03,-37.95,-52.57,-51.42,-62.5,-67.41
4.09E-06,0.00237,1.57E-09,1023,8.59E-14,1219,0,-0.01968,-6.583,-9.082,-13.15,-18.87,-50.12,-49.44,0,-42.34,-35.06,-43.84,-33.22,-48.03,-37.94,-54.58,-48.87
7.92E-06,0.0008531,1.35E-09,79.64,2.15E-13,155.9,1,-0.01967,-6.583,-9.089,-13.17,-18.88,-8.353,-16.74,0,-13.36,-20.22,-13.59,-18.2,-16.25,-19.42,-23.23,-27.56
5.71E-06,0.001559,2.44E-09,371.8,6.19E-13,547.7,1,-0.01968,-6.585,-9.104,-13.18,-18.89,-2.628,-4.24,0,-0.6245,7.333,-3.888,3.847,-10.6,-5.004,-20.25,-18.44
5.66E-06,0.001656,1.26E-09,1411,9.30E-13,295,0,-0.01964,-6.587,-9.095,-13.17,-18.88,-50.98,-40.37,0,-59.04,-45.02,-57.88,-46.17,-58.58,-51.24,-62.49,-60.68
6.58E-06,0.0006239,2.67E-09,721.1,4.98E-13,1450,1,-0.01969,-6.593,-9.113,-13.18,-18.88,-2.551,-4.915,0,2.731,12.96,-2.056,6.358,-10.12,-5.704,-20.71,-21.44
7.70E-06,0.0008508,2.30E-09,1346,2.24E-13,643.6,0,-0.01959,-6.595,-9.106,-13.17,-18.87,-33.85,-26.88,0,-46.09,-33.69,-50.76,-41.67,-56.39,-52.85,-62.92,-65.32
8.64E-06,0.0005761,9.30E-10,458.2,6.56E-13,988,1,-0.01967,-6.6,-9.115,-13.17,-18.87,-3.493,-6.978,0,0.2236,7.351,-5.495,-1.481,-14.4,-15.35,-25.54,-32.12
5.10E-06,0.002069,9.07E-10,491.3,7.92E-13,238.6,0,-0.01965,-6.585,-9.091,-13.17,-18.88,-18.04,-13.52,0,-23.23,-13.88,-26.23,-17.4,-32.03,-25.76,-41.25,-39.43
4.04E-06,0.0008477,7.30E-10,1426,5.22E-13,1360,0,-0.01968,-6.583,-9.082,-13.15,-18.87,-32.36,-29.26,0,-37.04,-23.76,-39.71,-27.11,-44.32,-34.08,-51.18,-45.3
6.12E-06,0.002185,6.74E-10,1104,8.52E-13,641.4,0,-0.01964,-6.589,-9.098,-13.17,-18.88,-52.87,-46.85,0,-60.2,-46.76,-58.61,-47.89,-59.5,-53.44,-63.7,-63.29
2.26E-06,0.002047,4.19E-10,1262,4.78E-13,1057,0,-0.01973,-6.581,-9.073,-13.13,-18.83,-47.09,-44.5,0,-52.47,-41.66,-53.54,-42.68,-54.48,-44.14,-55.84,-47.22
2.47E-06,0.0006803,1.46E-09,1362,7.29E-13,672,0,-0.01972,-6.581,-9.073,-13.14,-18.84,-16.18,-10.83,0,-20.95,-9.864,-23.5,-12.48,-27.82,-17.39,-34.32,-25.72
1.92E-06,0.002475,2.40E-09,607.3,5.00E-13,1089,0,-0.01973,-6.58,-9.071,-13.13,-18.83,-26.77,-30.78,0,-28.71,-24.35,-31.13,-26.49,-35.11,-30.12,-40.68,-34.73
4.55E-06,0.001585,1.38E-09,571,3.68E-13,783.5,0,-0.01967,-6.583,-9.086,-13.16,-18.88,-16.08,-16.85,0,-18.33,-9.216,-21.09,-11.66,-26.47,-18.85,-35.17,-31.41
6.30E-06,0.002256,2.99E-09,775.9,3.99E-13,1336,0,-0.01962,-6.589,-9.099,-13.17,-18.88,-44.37,-45.63,0,-54.82,-42.18,-55.92,-45.37,-58.2,-52.25,-62.87,-62.33
5.33E-06,0.0008383,8.77E-10,513.4,4.00E-13,918.5,1,-0.0197,-6.581,-9.098,-13.18,-18.89,-2.789,-5.426,0,1.082,9.129,-2.133,5.638,-9.061,-3.845,-19.18,-18.5
7.10E-06,0.0009329,7.10E-10,1228,6.73E-14,419.8,0,-0.01961,-6.592,-9.103,-13.17,-18.87,-31.96,-23.56,0,-38.81,-30.01,-42.19,-33.96,-48.4,-44.1,-57.41,-58.95
4.95E-06,0.00173,1.05E-09,1469,5.62E-13,670.8,0,-0.01967,-6.586,-9.089,-13.16,-18.88,-55.28,-48.12,0,-57.7,-43.59,-57.14,-44.62,-57.68,-48.91,-61.06,-57.55
5.20E-06,0.0008276,1.36E-09,1182,7.92E-13,644.3,0,-0.01965,-6.585,-9.09,-13.17,-18.88,-23.37,-17.43,0,-28.56,-15.63,-31.64,-20.17,-37.37,-29.4,-46.36,-43.5
6.80E-06,0.002038,2.57E-09,1333,4.55E-13,45.23,0,-0.01965,-6.593,-9.103,-13.17,-18.88,-53.94,-39.52,0,-53.99,-41.27,-53.65,-43.97,-57.25,-52.44,-64,-64.9
3.36E-06,0.002174,1.62E-10,385.3,1.77E-13,1199,0,-0.01971,-6.579,-9.077,-13.15,-18.87,-12.67,-19.88,0,-11.15,-8.114,-12.71,-7.591,-17.23,-12.05,-25.02,-21.89
5.08E-06,0.001888,2.74E-09,968.1,6.31E-13,1157,0,-0.01965,-6.585,-9.09,-13.17,-18.88,-44.21,-42.6,0,-51.18,-38.13,-52.92,-41.16,-55.53,-47.14,-59.92,-56.45
6.83E-06,0.002222,7.41E-10,1436,9.47E-14,728.3,0,-0.01983,-6.599,-9.103,-13.17,-18.88,-39.26,-32.76,0,-39,-28.97,-41.21,-31.75,-47.26,-42.82,-56.95,-58.51
4.40E-06,0.0005932,1.55E-09,711.9,5.13E-13,1125,1,-0.01971,-6.582,-9.091,-13.17,-18.89,-1.574,-3.006,0,1.989,10.93,-1.162,7.501,-7.373,-0.3726,-16.66,-13.25
